x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,190-190-190,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,194-54-1,246-127-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,246-127-0,194-54-1,194-54-1,246-127-0,x,x,x,x,x,x,x,246-127-0,x,x,x,x,x,x,x,x
x,x,x,x,x,x,52-63-98,190-190-190,246-127-0,246-127-0,194-54-1,246-127-0,x,x,x,x,x,x,x,246-127-0,52-63-98,x,x,x,x,x,x
x,x,x,x,x,52-63-98,190-190-190,190-190-190,190-190-190,246-127-0,246-127-0,246-127-0,246-127-0,52-63-98,x,x,x,x,52-63-98,194-54-1,246-127-0,52-63-98,x,x,x,x,x
x,x,x,x,x,x,x,190-190-190,52-63-98,194-54-1,246-127-0,246-127-0,246-127-0,246-127-0,52-63-98,190-190-19052-63-98,190-190-190,190-190-190,52-63-98,194-54-1,246-127-0,52-63-98,x,x,x,x,x
x,x,x,x,x,x,x,x,x,194-54-1,246-127-0,246-127-0,194-54-1,246-127-0,246-127-0,52-63-98,190-190-190,190-190-190,52-63-98,246-127-0,246-127-0,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,194-54-1,246-127-0,246-127-0,194-54-1,246-127-0,246-127-0,52-63-98,52-63-98,246-127-0,246-127-0,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,246-127-0,194-54-1,194-54-1,246-127-0,246-127-0,246-127-0,246-127-0,194-54-1,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,190-190-190,190-190-190,194-54-1,194-54-1,246-127-0,246-127-0,194-54-1,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,52-63-98,52-63-98,190-190-190,190-190-19052-63-98,52-63-98,52-63-98,190-190-190,x,x,x,x,x,x,x,x
x,x,x,x,190-190-190,190-190-190,x,x,x,x,x,194-54-1,246-127-0,194-54-1,52-63-98,52-63-98,190-190-190,190-190-190,52-63-98,135-27-2,x,52-63-98,x,x,x,x,x
x,x,x,x,52-63-98,52-63-98,x,x,x,x,x,246-127-0,246-127-0,194-54-1,194-54-1,246-127-0,246-127-0,246-127-0,194-54-1,135-27-2,x,52-63-98,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,194-54-1,246-127-0,194-54-1,246-127-0,246-127-0,246-127-0,194-54-1,135-27-2,194-54-1,194-54-1,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,246-127-0,246-127-0,246-127-0,246-127-0,246-127-0,194-54-1,135-27-2,194-54-1,194-54-1,194-54-1,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,246-127-0,246-127-0,246-127-0,246-127-0,246-127-0,x,135-27-2,194-54-1,194-54-1,194-54-1,135-27-2,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,246-127-0,246-127-0,246-127-0,246-127-0,246-127-0,x,x,194-54-1,194-54-1,194-54-1,194-54-1,194-54-1,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,246-127-0,246-127-0,246-127-0,246-127-0,246-127-0,x,x,x,194-54-1,194-54-1,194-54-1,194-54-1,x,x,x,x,x,x
x,x,x,x,x,x,x,246-127-0,194-54-1,194-54-1,246-127-0,246-127-0,246-127-0,x,x,x,x,135-27-2,194-54-1,194-54-1,135-27-2,x,x,x,x,x,x
x,x,x,x,x,x,x,246-127-0,194-54-1,194-54-1,194-54-1,194-54-1,194-54-1,x,x,135-27-2,x,x,135-27-2,135-27-2,135-27-2,194-54-1,x,x,x,x,x
x,x,x,x,x,x,135-27-2,246-127-0,246-127-0,194-54-1,194-54-1,135-27-2,x,x,x,135-27-2,135-27-2,x,135-27-2,135-27-2,135-27-2,194-54-1,x,x,x,x,x
x,x,x,x,x,x,194-54-1,246-127-0,246-127-0,246-127-0,194-54-1,246-127-0,x,x,x,194-54-1,194-54-1,135-27-2,x,135-27-2,194-54-1,x,x,x,x,x,x
x,x,x,x,x,x,135-27-2,194-54-1,246-127-0,246-127-0,246-127-0,135-27-2,x,x,x,x,135-27-2,194-54-1,194-54-1,194-54-1,x,x,x,x,x,x,x
x,x,x,x,x,x,x,135-27-2,135-27-2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
